10en,11en,NameComment
0x5EE520,0x5EE520,RemoveUnusedCollision(void)::dontDeleteArray
0x5EF210,0x5EF210,strength
0x5EF6AC,0x5EF6AC,range
0x5EFBF0,0x5EFBF0,DbgLineColour
0x5F03D8,0x5F03D8,CCamera::m_bUseMouse3rdPerson
0x5F03DC,0x5F03DC,PrintDebugCode
0x5F0AB0,0x5F09A8,SequenceOfCams
0x5F0AEC,0x5F09E4,SequenceOfPedCams
0x5F0EB8,0x5F0DB0,`vtable for'CCamera
0x5F0F40,0x5F0E38,`vtable for'CDummy
0x5F0FA4,0x5F0E9C,WindTabel
0x5F0FE4,0x5F0EDC,BannerWindTabel
0x5F11A8,0x5F10A0,`vtable for'CEntity
0x5F18F8,0x5F17F0,CFileMgr::ms_rootDirName
0x5F2E40,0x5F2D38,MENU_TEXT_SIZE_X
0x5F2E44,0x5F2D3C,MENU_TEXT_SIZE_Y
0x5F2E48,0x5F2D40,CMenuManager::m_PrefsSfxVolume
0x5F2E4C,0x5F2D44,CMenuManager::m_PrefsMusicVolume
0x5F2E50,0x5F2D48,CMenuManager::m_PrefsBrightness
0x5F2E54,0x5F2D4C,CMenuManager::m_PrefsShowSubtitles
0x5F2E58,0x5F2D50,CMenuManager::m_PrefsVsync
0x5F2E5C,0x5F2D54,CMenuManager::m_PrefsVsyncDisp
0x5F2E60,0x5F2D58,CMenuManager::m_PrefsFrameLimiter
0x5F2E64,0x5F2D5C,CMenuManager::m_PrefsAllowNastyGame
0x5F2E68,0x5F2D60,CMenuManager::m_PrefsPlayerRed
0x5F2E6C,0x5F2D64,CMenuManager::m_PrefsPlayerGreen
0x5F2E70,0x5F2D68,CMenuManager::m_KeyPressedCode
0x5F2F74,0x5F2E6C,CMenuManager::m_PrefsDMA
0x5F2F78,0x5F2E70,CMenuManager::OS_Language
0x5F311C,0x5F3014,FrontEndFilenames
0x5F3344,0x5F323C,MenuFilenames
0x5F33E4,0x5F32DC,gErrorSampleTriggered
0x5F4DD0,0x5F4CC0,CGame::bDemoMode
0x5F4DD4,0x5F4CC4,CGame::nastyGame
0x5F556C,0x5F545C,splashTxdId
0x5F558C,0x5F547C,GetRandomSplashScreen(void)::splashIndex
0x5F55C8,0x5F54B8,splash
0x5F5958,0x5F5740,MI_TRAFFICLIGHTS
0x5F595C,0x5F5744,MI_SINGLESTREETLIGHTS1
0x5F5960,0x5F5748,MI_SINGLESTREETLIGHTS2
0x5F5964,0x5F574C,MI_SINGLESTREETLIGHTS3
0x5F5968,0x5F5750,MI_DOUBLESTREETLIGHTS
0x5F596C,0x5F5754,MI_ROADSFORROADBLOCKSSTART
0x5F5970,0x5F5758,MI_ROADSFORROADBLOCKSEND
0x5F5974,0x5F575C,MI_TREE1
0x5F5978,0x5F5760,MI_TREE2
0x5F597C,0x5F5764,MI_TREE3
0x5F5980,0x5F5768,MI_TREE4
0x5F5984,0x5F576C,MI_TREE5
0x5F5988,0x5F5770,MI_TREE6
0x5F598C,0x5F5774,MI_TREE7
0x5F5990,0x5F5778,MI_TREE8
0x5F5994,0x5F577C,MI_TREE9
0x5F5998,0x5F5780,MI_TREE10
0x5F599C,0x5F5784,MI_TREE11
0x5F59A0,0x5F5788,MI_TREE12
0x5F59A4,0x5F578C,MI_TREE13
0x5F59A8,0x5F5790,MI_TREE14
0x5F59AC,0x5F5794,MODELID_CRANE_1
0x5F59B0,0x5F5798,MODELID_CRANE_2
0x5F59B4,0x5F579C,MODELID_CRANE_3
0x5F59B8,0x5F57A0,MI_PARKINGMETER
0x5F59BC,0x5F57A4,MI_PHONEBOOTH1
0x5F59C0,0x5F57A8,MI_WASTEBIN
0x5F59C4,0x5F57AC,MI_BIN
0x5F59C8,0x5F57B0,MI_POSTBOX1
0x5F59CC,0x5F57B4,MI_NEWSSTAND
0x5F59D0,0x5F57B8,MI_TRAFFICCONE
0x5F59D4,0x5F57BC,MI_DUMP1
0x5F59D8,0x5F57C0,MI_ROADWORKBARRIER1
0x5F59DC,0x5F57C4,MI_BUSSIGN1
0x5F59E0,0x5F57C8,MI_NOPARKINGSIGN1
0x5F59E4,0x5F57CC,MI_PHONESIGN
0x5F59E8,0x5F57D0,MI_TAXISIGN
0x5F59EC,0x5F57D4,MI_FISHSTALL01
0x5F59F0,0x5F57D8,MI_FISHSTALL02
0x5F59F4,0x5F57DC,MI_FISHSTALL03
0x5F59F8,0x5F57E0,MI_FISHSTALL04
0x5F59FC,0x5F57E4,MI_BAGELSTAND2
0x5F5A00,0x5F57E8,MI_FIRE_HYDRANT
0x5F5A04,0x5F57EC,MI_COLLECTABLE1
0x5F5A08,0x5F57F0,MI_MONEY
0x5F5A0C,0x5F57F4,MI_CARMINE
0x5F5A10,0x5F57F8,MI_GARAGEDOOR1
0x5F5A14,0x5F57FC,MI_GARAGEDOOR2
0x5F5A18,0x5F5800,MI_GARAGEDOOR3
0x5F5A1C,0x5F5804,MI_GARAGEDOOR4
0x5F5A20,0x5F5808,MI_GARAGEDOOR5
0x5F5A24,0x5F580C,MI_GARAGEDOOR6
0x5F5A28,0x5F5810,MI_GARAGEDOOR7
0x5F5A2C,0x5F5814,MI_GARAGEDOOR9
0x5F5A30,0x5F5818,MI_GARAGEDOOR10
0x5F5A34,0x5F581C,MI_GARAGEDOOR11
0x5F5A38,0x5F5820,MI_GARAGEDOOR12
0x5F5A3C,0x5F5824,MI_GARAGEDOOR13
0x5F5A40,0x5F5828,MI_GARAGEDOOR14
0x5F5A44,0x5F582C,MI_GARAGEDOOR15
0x5F5A48,0x5F5830,MI_GARAGEDOOR16
0x5F5A4C,0x5F5834,MI_GARAGEDOOR17
0x5F5A50,0x5F5838,MI_GARAGEDOOR18
0x5F5A54,0x5F583C,MI_GARAGEDOOR19
0x5F5A58,0x5F5840,MI_GARAGEDOOR20
0x5F5A5C,0x5F5844,MI_GARAGEDOOR21
0x5F5A60,0x5F5848,MI_GARAGEDOOR22
0x5F5A64,0x5F584C,MI_GARAGEDOOR23
0x5F5A68,0x5F5850,MI_GARAGEDOOR24
0x5F5A6C,0x5F5854,MI_GARAGEDOOR25
0x5F5A70,0x5F5858,MI_GARAGEDOOR26
0x5F5A74,0x5F585C,MI_GARAGEDOOR27
0x5F5A78,0x5F5860,MI_GARAGEDOOR28
0x5F5A7C,0x5F5864,MI_GARAGEDOOR29
0x5F5A80,0x5F5868,MI_GARAGEDOOR30
0x5F5A84,0x5F586C,MI_GARAGEDOOR31
0x5F5A88,0x5F5870,MI_GARAGEDOOR32
0x5F5A8C,0x5F5874,MI_NAUTICALMINE
0x5F5A90,0x5F5878,MI_CRUSHERBODY
0x5F5A94,0x5F587C,MI_CRUSHERLID
0x5F5A98,0x5F5880,MI_DONKEYMAG
0x5F5A9C,0x5F5884,MI_BULLION
0x5F5AA0,0x5F5888,MI_FLOATPACKAGE1
0x5F5AA4,0x5F588C,MI_BRIEFCASE
0x5F5AA8,0x5F5890,MI_CHINABANNER1
0x5F5AAC,0x5F5894,MI_CHINABANNER2
0x5F5AB0,0x5F5898,MI_CHINABANNER3
0x5F5AB4,0x5F589C,MI_CHINABANNER4
0x5F5AB8,0x5F58A0,MI_CHINABANNER5
0x5F5ABC,0x5F58A4,MI_CHINABANNER6
0x5F5AC0,0x5F58A8,MI_CHINABANNER7
0x5F5AC4,0x5F58AC,MI_CHINABANNER8
0x5F5AC8,0x5F58B0,MI_CHINABANNER9
0x5F5ACC,0x5F58B4,MI_CHINABANNER10
0x5F5AD0,0x5F58B8,MI_CHINABANNER11
0x5F5AD4,0x5F58BC,MI_CHINABANNER12
0x5F5AD8,0x5F58C0,MI_CHINALANTERN
0x5F5ADC,0x5F58C4,MI_GLASS1
0x5F5AE0,0x5F58C8,MI_GLASS2
0x5F5AE4,0x5F58CC,MI_GLASS3
0x5F5AE8,0x5F58D0,MI_GLASS4
0x5F5AEC,0x5F58D4,MI_GLASS5
0x5F5AF0,0x5F58D8,MI_GLASS6
0x5F5AF4,0x5F58DC,MI_GLASS7
0x5F5AF8,0x5F58E0,MI_GLASS8
0x5F5AFC,0x5F58E4,MI_BRIDGELIFT
0x5F5B00,0x5F58E8,MI_BRIDGEWEIGHT
0x5F5B04,0x5F58EC,MI_BRIDGEROADSEGMENT
0x5F5B08,0x5F58F0,MI_EXPLODINGBARREL
0x5F5B0C,0x5F58F4,MI_ITALYBANNER1
0x5F5B10,0x5F58F8,MI_PICKUP_ADRENALINE
0x5F5B14,0x5F58FC,MI_PICKUP_BODYARMOUR
0x5F5B18,0x5F5900,MI_PICKUP_INFO
0x5F5B1C,0x5F5904,MI_PICKUP_HEALTH
0x5F5B20,0x5F5908,MI_PICKUP_BONUS
0x5F5B24,0x5F590C,MI_PICKUP_BRIBE
0x5F5B28,0x5F5910,MI_PICKUP_KILLFRENZY
0x5F5B2C,0x5F5914,MI_PICKUP_CAMERA
0x5F5B30,0x5F5918,MI_BOLLARDLIGHT
0x5F5B34,0x5F591C,MI_MAGNET
0x5F5B38,0x5F5920,MI_STREETLAMP1
0x5F5B3C,0x5F5924,MI_STREETLAMP2
0x5F5B40,0x5F5928,MI_RAILTRACKS
0x5F5B44,0x5F592C,MI_FENCE
0x5F5B48,0x5F5930,MI_FENCE2
0x5F5B4C,0x5F5934,MI_PETROLPUMP
0x5F5B50,0x5F5938,MI_BODYCAST
0x5F5B54,0x5F593C,MI_BACKDOOR
0x5F5B58,0x5F5940,MI_COFFEE
0x5F5B5C,0x5F5944,MI_BUOY
0x5F5B60,0x5F5948,MI_PARKTABLE
0x5F5B64,0x5F594C,MI_SUBWAY1
0x5F5B68,0x5F5950,MI_SUBWAY2
0x5F5B6C,0x5F5954,MI_SUBWAY3
0x5F5B70,0x5F5958,MI_SUBWAY4
0x5F5B74,0x5F595C,MI_SUBWAY5
0x5F5B78,0x5F5960,MI_SUBWAY6
0x5F5B7C,0x5F5964,MI_SUBWAY7
0x5F5B80,0x5F5968,MI_SUBWAY8
0x5F5B84,0x5F596C,MI_SUBWAY9
0x5F5B88,0x5F5970,MI_SUBWAY10
0x5F5B8C,0x5F5974,MI_SUBWAY11
0x5F5B90,0x5F5978,MI_SUBWAY12
0x5F5B94,0x5F597C,MI_SUBWAY13
0x5F5B98,0x5F5980,MI_SUBWAY14
0x5F5B9C,0x5F5984,MI_SUBWAY15
0x5F5BA0,0x5F5988,MI_SUBWAY16
0x5F5BA4,0x5F598C,MI_SUBWAY17
0x5F5BA8,0x5F5990,MI_SUBWAY18
0x5F5BAC,0x5F5994,MI_SUBPLATFORM_IND
0x5F5BB0,0x5F5998,MI_SUBPLATFORM_COMS
0x5F5BB4,0x5F599C,MI_SUBPLATFORM_COMS2
0x5F5BB8,0x5F59A0,MI_SUBPLATFORM_COMN
0x5F5BBC,0x5F59A4,MI_SUBPLATFORM_SUB
0x5F5BC0,0x5F59A8,MI_SUBPLATFORM_SUB2
0x5F5BC4,0x5F59AC,MI_FILES
0x5F69D0,0x5F67B8,`vtable for'CPhysical
0x5F6A28,0x5F6810,`vtable for'CPlaceable
0x5F6CA4,0x5F6A8C,pRadarSprites
0x5F6EF8,0x5F6CE0,gRadarTexNames
0x5F7120,0x5F6F08,fPulseFraction
0x5F726C,0x5F7054,CRenderer::ms_lodDistScale
0x5F7610,0x5F73F8,nCyclesPerMS
0x5F7614,0x5F73FC,CTimer::m_snTimeInMillisecondsPauseMode
0x5F76C8,0x5F74B0,CTimeStep::ms_fTimeStep
0x5F76CC,0x5F74B4,CTimeStep::ms_fFramesPerUpdate
0x5F76D0,0x5F74B8,CTimeStep::ms_fTimeScale
0x5F7714,0x5F74FC,CWanted::MaximumWantedLevel
0x5F7718,0x5F7500,CWanted::nMaximumWantedLevel
0x5F7C08,0x5F79F0,`vtable for'CCutsceneHead
0x5F7C80,0x5F7A68,`vtable for'CCutsceneObject
0x5F7CEC,0x5F7AD4,`vtable for'CDummyObject
0x5F7D4C,0x5F7B34,CObject::nBodyCastHealth
0x5F7DD4,0x5F7BBC,`vtable for'CObject
0x5F8030,0x5F7E18,`vtable for'CParticleObject
0x5F8048,0x5F7E30,`vtable for'CProjectile
0x5F819C,0x5F7F84,`vtable for'CCivilianPed
0x5F82A4,0x5F808C,`vtable for'CCopPed
0x5F8374,0x5F815C,`vtable for'CEmergencyPed
0x5F8438,0x5F8220,offset
0x5F8440,0x5F8228,upDistance
0x5F8448,0x5F8230,zDistance
0x5F846C,0x5F8254,radius
0x5F84E0,0x5F82C8,blendDelta
0x5F8588,0x5F8370,limitAngle
0x5F8714,0x5F84FC,radiosPerRadioCategories
0x5F8C2C,0x5F8A14,`vtable for'CPed
0x5F8C94,0x5F8A7C,nEnterCarRangeMultiplier
0x5F8C98,0x5F8A80,nThreatReactionRangeMultiplier
0x5F8CB8,0x5F8AA0,distToCountReached
0x5F8CBC,0x5F8AA4,distanceToCountDone
0x5F8CC0,0x5F8AA8,distLimit
0x5F8CEC,0x5F8AD4,z
0x5F8D04,0x5F8AEC,threshold
0x5F9844,0x5F962C,tFightMoves
0x5F9A88,0x5F9870,speed
0x5F9AB8,0x5F98A0,delta
0x5F9AC0,0x5F98A8,size
0x5F9AF0,0x5F98D8,angle
0x5F9B08,0x5F98F0,gSfx
0x5F9F5C,0x5F9D44,CPedIK::ms_headInfo
0x5F9F74,0x5F9D5C,CPedIK::ms_headRestoreInfo
0x5F9F8C,0x5F9D74,CPedIK::ms_torsoInfo
0x5F9FA4,0x5F9D8C,CPedIK::ms_upperArmInfo
0x5F9FBC,0x5F9DA4,CPedIK::ms_lowerArmInfo
0x5F9FD8,0x5F9DC0,y2
0x5F9FE4,0x5F9DCC,ZaxisIK
0x5F9FF0,0x5F9DD8,YaxisIK
0x5F9FFC,0x5F9DE4,XaxisIK
0x5FA00C,0x5F9DF4,targetPitch
0x5FA338,0x5FA120,clumpAssocBlendData
0x5FA344,0x5FA12C,mMoveAnims
0x5FA500,0x5FA2E8,`vtable for'CPlayerPed
0x5FA56C,0x5FA354,CPopulation::PedDensityMultiplier
0x5FA570,0x5FA358,CPopulation::m_AllRandomPedsThisType
0x5FA574,0x5FA35C,CPopulation::MaxNumberOfPedsInUse
0x5FA578,0x5FA360,aSafeZones
0x5FAB58,0x5FA940,`vtable for'CBaseModelInfo
0x5FAF44,0x5FAD2C,gpCoronaTexture
0x5FB088,0x5FAE70,CCoronas::LightsMult
0x5FB08C,0x5FAE74,SunFlareDef
0x5FB12C,0x5FAF14,HeadLightsFlareDef
0x5FB1F8,0x5FAFE0,someAngle
0x5FB270,0x5FB058,drawDist
0x5FBC6C,0x5FBA54,CDraw::ms_fFOV
0x5FBD5C,0x5FBB44,ScrollCharSet
0x5FD120,0x5FCF08,CFont::Size
0x5FD2A0,0x5FD088,CFont::Size2
0x5FD4A8,0x5FD290,foreign_table
0x5FD814,0x5FD5FC,CoorsWithTriangle
0x5FDA70,0x5FD858,WeaponFilenames
0x5FDD90,0x5FDB78,indices
0x5FDF74,0x5FDD5C,`vtable for'CMloModelInfo
0x5FDF98,0x5FDD80,`vtable for'CSimpleModelInfo
0x5FDFB8,0x5FDDA0,`vtable for'CTimeModelInfo
0x5FDFD8,0x5FDDC0,`vtable for'CVehicleModelInfo
0x5FDFFC,0x5FDDE4,`vtable for'CPedModelInfo
0x5FE020,0x5FDE08,`vtable for'CClumpModelInfo
0x5FE044,0x5FDE2C,`vtable for'CXtraCompsModelInfo
0x5FE068,0x5FDE50,`vtable for'CInstance
0x5FE678,0x5FE460,ParticleFilename
0x5FE7A4,0x5FE58C,CPedModelInfo::m_pPedIds
0x5FE9E4,0x5FE7CC,aAnimations
0x5FEEE0,0x5FECC8,TrafficLightsSide
0x5FEEF8,0x5FECE0,TrafficLightsUp
0x5FEF10,0x5FECF8,TrafficLightIndices
0x5FEF28,0x5FED10,LongCarHeadLightsSide
0x5FEF48,0x5FED30,LongCarHeadLightsFront
0x5FEF68,0x5FED50,LongCarHeadLightsUp
0x5FEF88,0x5FED70,SmallCarHeadLightsSide
0x5FEFA8,0x5FED90,SmallCarHeadLightsFront
0x5FEFC8,0x5FEDB0,SmallCarHeadLightsUp
0x5FEFE8,0x5FEDD0,BigCarHeadLightsSide
0x5FF008,0x5FEDF0,BigCarHeadLightsFront
0x5FF028,0x5FEE10,BigCarHeadLightsUp
0x5FF048,0x5FEE30,TallCarHeadLightsSide
0x5FF068,0x5FEE50,TallCarHeadLightsFront
0x5FF088,0x5FEE70,TallCarHeadLightsUp
0x5FF0A8,0x5FEE90,CubeIndices
0x5FF0F0,0x5FEED8,SirenLightsSide
0x5FF108,0x5FEEF0,SirenLightsUp
0x5FF1DC,0x5FEFC4,FoamColour
0x5FF2EC,0x5FF0D4,CVehicleModelInfo::ms_compsToUse
0x5FF494,0x5FF27C,carIds
0x5FF634,0x5FF41C,boatIds
0x5FF6D8,0x5FF4C0,trainIds
0x5FF788,0x5FF570,heliIds
0x5FF838,0x5FF620,planeIds
0x5FF8BC,0x5FF6A4,bikeIds
0x5FF988,0x5FF770,CVehicleModelInfo::ms_vehicleDescs
0x5FF9A0,0x5FF788,wheelIds
0x5FF9DC,0x5FF7C4,VehicleExtras
0x5FFABC,0x5FF8A4,Reflection
0x5FFBAC,0x5FF994,Windyness
0x5FFBC4,0x5FF9AC,CWeather::SoundHandle
0x5FFBC8,0x5FF9B0,WeatherTypesList
0x600068,0x5FFE50,numberGeometrys
0x60006C,0x5FFE54,gGeomList
0x60009C,0x5FFE84,pExtraDirectionals
0x60010C,0x5FFEF4,UpperCaseTable
0x600124,0x5FFF0C,CVisibilityPlugins::ms_atomicPluginOffset
0x600128,0x5FFF10,CVisibilityPlugins::ms_framePluginOffset
0x60012C,0x5FFF14,CVisibilityPlugins::ms_clumpPluginOffset
0x60020C,0x5FFFF4,FrenchUpperCaseTable
0x6004F8,0x6002E0,volume
0x600638,0x600420,divisor
0x600758,0x600540,m_ColorParticle
0x600C1C,0x600A04,`vtable for'CAutomobile
0x600CC4,0x600AAC,MAX_WAKE_LENGTH
0x600CC8,0x600AB0,MIN_WAKE_INTERVAL
0x600CCC,0x600AB4,WAKE_LIFETIME
0x600E78,0x600C60,fShapeLength
0x600E7C,0x600C64,fShapeTime
0x600E80,0x600C68,fRangeMult
0x600EA4,0x600C8C,`vtable for'CBoat
0x6012B0,0x600F90,G_aComponentDamage
0x601370,0x601050,fBoatVolumeDistribution
0x601394,0x601074,fVolMultiplier
0x6013E4,0x6010C4,HandlingFilename
0x60199C,0x60167C,col
0x6019FC,0x6016DC,CatalinaTargetX
0x601A18,0x6016F8,CatalinaTargetY
0x601A34,0x601714,CatalinaTargetZ
0x601A50,0x601730,DamPathX
0x601A68,0x601748,DamPathY
0x601A80,0x601760,DamPathZ
0x601A98,0x601778,ShortPathX
0x601AA8,0x601788,ShortPathY
0x601AB8,0x601798,ShortPathZ
0x601AC8,0x6017A8,LongPathX
0x601AE4,0x6017C4,LongPathY
0x601B00,0x6017E0,LongPathZ
0x601BC0,0x6018A0,fRotRamp
0x601EB0,0x601980,`vtable for'CHeli
0x6021DC,0x601BA4,`vtable for'CPlane
0x602284,0x601C4C,StationDist
0x602290,0x601C58,StationDist_S
0x6022A0,0x601C68,bTrainArrivalAnnounced
0x60241C,0x601DE4,`vtable for'CTrain
0x60252C,0x601EF4,CVehicle::m_bDisableMouseSteering
0x602538,0x601F00,fBurstTyreMod
0x60253C,0x601F04,fBurstSpeedMax
0x6025A4,0x601F6C,fSpeedResistanceY
0x6025A8,0x601F70,fSpeedResistanceZ
0x6025AC,0x601F74,fThrustVar
0x6025B0,0x601F78,fRotorFallOff
0x6025B4,0x601F7C,fStabiliseVar
0x6025B8,0x601F80,fPitchVar
0x6025BC,0x601F84,fRollVar
0x6025C0,0x601F88,fYawVar
0x6025C4,0x601F8C,fPitchBrake
0x6025C8,0x601F90,fRollBrake
0x6025CC,0x601F94,fSpinSpeedRes
0x6025D0,0x601F98,fRCAeroThrust
0x6025D4,0x601F9C,fRCPropFallOff
0x6025D8,0x601FA0,fRCYawMult
0x6025DC,0x601FA4,fRCRudderMult
0x6025E0,0x601FA8,fRCSideSlipMult
0x6025E4,0x601FAC,fRCRollMult
0x6025E8,0x601FB0,fRCRollStabilise
0x6025EC,0x601FB4,fRCPitchMult
0x6025F0,0x601FB8,fRCTailMult
0x6025F4,0x601FBC,fRCFormLiftMult
0x6025F8,0x601FC0,fRCAttackLiftMult
0x6025FC,0x601FC4,fSeaThrust
0x602600,0x601FC8,fSeaPropFallOff
0x602604,0x601FCC,fSeaYawMult
0x602608,0x601FD0,fSeaRudderMult
0x60260C,0x601FD4,fSeaSideSlipMult
0x602610,0x601FD8,fSeaRollMult
0x602614,0x601FDC,fSeaRollStabilise
0x602618,0x601FE0,fSeaPitchMult
0x60261C,0x601FE4,fSeaTailMult
0x602620,0x601FE8,fSeaFormLiftMult
0x602624,0x601FEC,fSeaAttackLiftMult
0x6028A8,0x602278,`vtable for'CVehicle
0x602964,0,pfnWaterLevelInit
0x602CDC,0x6025A4,AudioHandle
0x603030,0x6028F8,CWeaponInfo::ms_aReloadSampleTime
0x603060,0x602928,blue
0x603074,0x60293C,red
0x6030A0,0x602968,green
0x6030B4,0x60297C,jz
0x6030F0,0x6029B8,sphereRadius
0x603334,0x602BFC,CWeaponInfo::ms_aWeaponNames
0x604800,0x6040C8,curprovider
0x604804,0x6040CC,index
0x60482C,0x6040F4,FinishEAX3
0x60489C,0x604164,StartEAX3
0x604EBC,0x604784,gHeliSfxRanges
0x606204,0x605ACC,aVehicleSettings
0x607094,0x60695C,MissionAudioNameSfxAssoc
0x60ABD0,0x60A498,OneShotPriority
0x60AC80,0x60A548,"cAudioManager::ComputePan(float,CVector *)::PanTable"
0x60E910,0x60E1D8,gCarColourTable
0x60ED84,0x60E64C,g_nMissionAudioSfx
0x60ED88,0x60E650,g_nMissionAudioPlayingStatus
0x60EFFC,0x60E8C4,_videoModeNotSelected
0x60F000,0x60E8C8,dwIsCameraNotBeingUpdated
0x60F018,0x60E8E0,_lpClassName
0x60F73C,0x60F004,szNullStringDir
0x61033C,0x60FC04,DefaultVideoMode
0x61052C,0x60FDF4,CBArray
0x6106F4,0x60FFBC,pCommandStrings
0x610768,0x610030,Action
0x61076C,0x610034,Selected
0x61077C,0x610044,MOVIE_DAT
0x611564,0x610E2C,TimeToStayFadedBeforeFadeOut
0x611570,0x610E38,SIZE_OF_ONE_GAME_IN_BYTES
0x611930,0x6110F0,aScreens
0x617BF0,0x6173B0,numberTextures
0x617CAC,0x61746C,CReplay::bReplayEnabled
0x61807C,0x617744,_rwRasterConvTable
0x6182F4,0x6179BC,CIniFile::PedNumberMultiplier
0x6182F8,0x6179C0,CIniFile::CarNumberMultiplier
0x618370,0x617A38,ctype
0x618980,0x618048,atomicTKList
0x618998,0x618060,clumpTKList
0x618E58,0x618520,engineTKList
0x618F8C,0x618654,frameTKList
0x619134,0x6187FC,cameraTKList
0x619190,0x618858,textureTKList
0x6191A8,0x618870,texDictTKList
0x6191C8,0x618890,imageTKList
0x619274,0x61893C,geometryTKList
0x61928C,0x618954,rasterTKList
0x6192A4,0x61896C,materialTKList
0x6192BC,0x618984,defaultSurfaceProperties
0x6192C8,0x618990,worldTKList
0x6192E0,0x6189A8,_RwD3D8ShadeModeConvTable
0x6192EC,0x6189B4,_RwD3D8FogConvTable
0x6192FC,0x6189C4,_RwD3D8AddressConvTable
0x619310,0x6189D8,_RwD3D8BlendConvTable
0x619340,0x618A08,_RwD3D8FilterModeConvTable
0x619394,0x618A5C,_RwD3D8CullModeConvTable
0x6193A4,0x618A6C,_RwD3D8StencilOpConvTable
0x6193C8,0x618A90,RwD3D8CmpFuncConvTable
0x619458,0x618B20,AmbientSaturated
0x619468,0x618B30,MaxMultisamplingLevels
0x61946C,0x618B34,SelectedMultisamplingLevels
0x619470,0x618B38,FullScreenRefreshRateInHz
0x619474,0x618B3C,LastVertexShaderUsed
0x619478,0x618B40,LastPixelShaderUsed
0x61947C,0x618B44,LastVertexBufferUsed
0x619480,0x618B48,LastIndexBufferUsed
0x619484,0x618B4C,LastBaseIndex
0x619488,0x618B50,rwD3D8DriverDevice
0x6194C0,0x618B88,d3dMatrix
0x619500,0x618BC8,material
0x619554,0x618C1C,lightTKList
0x619C30,0x6192F8,file
0x619D8C,0x619454,_rxHeapInitialSize
0x619D90,0x619458,_rxPipelineMaxNodes
0x61A0C8,0x619790,_TlsIndex
0x61A884,0x619F4C,MeshopStatic
0x61A89C,0x619F64,sectorTKList
0x61A8B8,0x619F80,BumpMapPShaderPixelShader
0x61A918,0x619FE0,EnvMapPShaderPixelShader
0x61A964,0x61A02C,EnvMapNoBaseTexturePSPixelShader
0x61A998,0x61A060,BumpEnvMapPShaderPixelShader
0x61AA20,0x61A0E8,NeedToValidateModulate2X
0x61AA24,0x61A0EC,NeedToValidateDiffuseInStage0
0x61AA68,0x61A130,ImmRenderSetupClusters
0x61AB10,0x61A1D8,ImmRenderSetupOut
0x61AB40,0x61A208,ImmRenderSetup
0x61AB80,0x61A248,ImmMangleTriangleIndicesClusters
0x61AB98,0x61A260,ImmMangleTriangleIndicesInputRequirements
0x61ABBC,0x61A284,ImmMangleTriangleIndicesOut
0x61ABE8,0x61A2B0,ImmMangleTriangleIndices
0x61AC30,0x61A2F8,CullTriangleClusters
0x61AC60,0x61A328,CullTriangleInputRequirements
0x61ACB8,0x61A380,CullTriangleOut
0x61ACE8,0x61A3B0,CullTriangle
0x61AD30,0x61A3F8,ClipTriangleClusters
0x61AD78,0x61A440,ClipTriangleInputRequirements
0x61ADD8,0x61A4A0,ClipTriangleOut
0x61AE08,0x61A4D0,ClipTriangle
