10en,steam,NameComment
0x602CDC,0x60F59C,AudioHandle
0x603334,0x60FBF4,CWeaponInfo::ms_aWeaponNames
0x607094,0x613954,MissionAudioNameSfxAssoc
0x60ABD0,0x617490,"cAudioManager::ComputePan(float,CVector *)::PanTable"
0x60ED84,0x61B644,g_nMissionAudioSfx
0x60ED88,0x61B648,g_nMissionAudioPlayingStatus
0x60F000,0x61B8C0,dwIsCameraNotBeingUpdated
0x60F018,0x61B8D8,lpClassName
0x61033C,0x61CBFC,DefaultVideoMode
0x61052C,0x61CDEC,CBArray
0x611564,0x61DE24,TimeToStayFadedBeforeFadeOut
0x617BF0,0x6243A8,numberTextures
0x617CAC,0x624464,CReplay::bReplayEnabled
0x61807C,0x624884,_rwRasterConvTable
0x6182F4,0x6247C4,CIniFile::PedNumberMultiplier
0x6182F8,0x6247C8,CIniFile::CarNumberMultiplier
0x618980,0x625040,atomicTKList
0x618998,0x625058,clumpTKList
0x618E58,0x625520,engineTKList
0x619134,0,cameraTKList
0x619190,0,textureTKList
0x6191A8,0,texDictTKList
0x6191C8,0,imageTKList
0x619274,0,geometryTKList
0x61928C,0,rasterTKList
0x6192A4,0,materialTKList
0x6192BC,0,defaultSurfaceProperties
0x6192C8,0,worldTKList
0x619468,0,MaxMultisamplingLevels
0x61946C,0,SelectedMultisamplingLevels
0x619470,0,FullScreenRefreshRateInHz
0x619474,0,LastVertexShaderUsed
0x619478,0,LastPixelShaderUsed
0x61947C,0,LastVertexBufferUsed
0x619480,0,LastIndexBufferUsed
0x619484,0,LastBaseIndex
0x619488,0,_rwDeviceGetHandle::OpenGLDevice
0x619554,0,lightTKList
0x619D8C,0,_rxHeapInitialSize
0x619D90,0,_rxPipelineMaxNodes
0x61A0C8,0x626710,dwTlsIndex
0x61A884,0,MeshopStatic
0x61A89C,0,sectorTKList
0x61A8B8,0,dwBumpMapPShaderPixelShader
0x61A998,0,dwBumpEnvMapPShaderPixelShader
0x61AA20,0,NeedToValidateModulate2X
0x61AA24,0,NeedToValidateDiffuseInStage0
0x61AB40,0,ImmRenderSetup
0x61ABE8,0,ImmMangleTriangleIndices
0x61AF68,0,nodeImmInstanceCSL
0x61B410,0,nodeD3D8SubmitNoLight
0x61B4B8,0,nodeD3D8ImmStash
0x61B61C,0,MaxLightIndex
0x61B640,0,nodeD3D8WorldSectorAllInOne
0x61B6A0,0,nodeD3D8AtomicAllInOneCSL
0x61B7E0,0,WorldSectorEnumerateLights
0x61BDCC,0x6284D0,TlsIndex
0x61BDD0,0x6284D4,TlsCallbacks
0x621000,0x631000,gpAnimBlendClump
0x621028,0x631028,pFrameDataFound
0x621030,0x631030,gCdImageNames
0x621270,0x631270,gNumImages
0x621278,0x631278,hObject
0x621298,0x631298,hThread
0x62129C,0x63129C,hHandle
0x6212A0,0x6312A0,ThreadId
0x6212A8,0x6312A8,hMem
0x6212B8,0x6312B8,lastPosnRead
0x6212DC,0x6312DC,pIslandLODindustEntity
0x6212E0,0x6312E0,pIslandLODcomIndEntity
0x6212E4,0x6312E4,pIslandLODcomSubEntity
0x6212E8,0x6312E8,pIslandLODsubIndEntity
0x6212EC,0x6312EC,pIslandLODsubComEntity
0x6212F8,0x6312F8,CStreaming::StreamVehiclesAndPeds(void)::timeBeforeNextLoad
0x621300,0x631300,islandLODcomInd
0x621644,0x631644,"CCollision::TestLineOfSight(CColLine const&,CMatrix const&,CColModel &,bool)::matTransform"
0x623158,0x633158,"CCollision::ProcessColModels(CMatrix const&,CColModel &,CMatrix const&,CColModel &,CColPoint *,CColPoint *,float *)::matAB"
0x6231B0,0x6331B0,"CCollision::ProcessColModels(CMatrix const&,CColModel &,CMatrix const&,CColModel &,CColPoint *,CColPoint *,float *)::matBA"
0x6283A0,0x6383A0,gMaxEntries
0x6283A8,0x6383A8,PhoneEnableControlsTimer
0x6283AC,0x6383AC,bDisplayingPhoneMessage
0x6283B0,0x6383B0,pPhoneDisplayingMessages
0x6283B4,0x6383B4,bPickingUpPhone
0x6283B8,0x6383B8,pCallBackPed
0x628C30,0x638C30,CCamera::CamControl(void)::ReqMode
0x628C8D,0x638C8D,CCamera::Process(void)::WasPreviouslyInterSyhonFollowPed
0x628CA0,0x638CA0,CCamera::ProcessObbeCinemaCameraPed(void)::PedOldMode
0x628CA8,0x638CA8,CCamera::ProcessObbeCinemaCameraPed(void)::PedTimeForNext
0x628CAD,0x638CAD,CCamera::Process_Train_Camera_Control(void)::OKtoGoBackToNodeCam
0x628CC8,0x638CC8,gpRelatedModelInfo
0x628CF8,0x638CF8,TimeToStopPadShaking
0x628CFC,0x638CFC,bFrontEnd_ReloadObrTxtGxt
0x628D00,0x638D00,pEditString
0x628D08,0x638D08,pControlEdit
0x628D0C,0x638D0C,MouseButtonJustClicked
0x628D10,0x638D10,JoyButtonJustClicked
0x628D14,0x638D14,DisplayComboButtonErrMsg
0x628D30,0x638D30,TEXT_COLOR
0x628D34,0x638D34,CMenuManager::DrawFrontEndNormal(void)::LastFade
0x628D5C,0x638D5C,CMenuManager::ProcessButtonPresses(void)::LastKeyPress
0x628D88,0x638D88,gameTxdSlot
0x628DC4,0x638DC4,splash
0x628DC8,0x638DC8,GetRandomSplashScreen(void)::splashName
0x628E48,0x638E48,GetRandomSplashScreen(void)::index2
0x628E64,0x638E64,"CPad::ReconcileTwoControllersInput(CControllerState const&,CControllerState const&)::ReconState"
0x628E9A,0x638E9A,CPad::GetAnaloguePadUp(void)::oldfStickY
0x628E9E,0x638E9E,CPad::GetAnaloguePadDown(void)::oldfStickY
0x628EA2,0x638EA2,CPad::GetAnaloguePadLeft(void)::oldfStickX
0x628EA6,0x638EA6,CPad::GetAnaloguePadRight(void)::oldfStickX
0x628EAA,0x638EAA,CPad::GetAnaloguePadLeftJustUp(void)::oldfStickX
0x628EAE,0x638EAE,CPad::GetAnaloguePadRightJustUp(void)::oldfStickX
0x628EB4,0x638EB4,LittleTest(void)::Cunt
0x6299C0,0x6399C0,gRadarTxdIds
0x629AC0,0x639AC0,CLinkList_CEntityInfo
0x62A308,0x63A308,suspendPcTimer
0x62A310,0x63A310,liFrameStartCounter
0x62A318,0x63A318,PerformanceCount
0x62A320,0x63A320,suspendDepth
0x62A58C,0x63A58C,gPObjectArray
0x62E030,0x63E030,vecPedCarDoorAnimOffset
0x62E03C,0x63E03C,vecPedCarDoorLoAnimOffset
0x62E048,0x63E048,vecPedVanRearDoorAnimOffset
0x62E054,0x63E054,vecPedTrainDoorAnimOffset
0x62E060,0x63E060,vecPedDraggedOutCarAnimOffset
0x62E06C,0x63E06C,vecPedQuickDraggedOutCarAnimOffset
0x62E090,0x63E090,gaRoutes
0x62F238,0x63F238,CCoronas::Update(void)::LastCamLook
0x62F240,0x63F240,aScrollBars
0x62F660,0x63F660,aTowerClocks
0x62F6B0,0x63F6B0,aDigitalClocks
0x62F88C,0x63F88C,gParticleArray
0x648ECC,0x658ECC,gpFlame1Tex
0x648ED0,0x658ED0,gpFlame1Raster
0x648ED4,0x658ED4,gpFlame5Tex
0x648ED8,0x658ED8,gpFlame5Raster
0x648F4C,0x658F4C,gpBloodTex
0x648F50,0x658F50,gpBloodRaster
0x648F54,0x658F54,gpPointlightTex
0x648FE0,0x658FE0,gpRainDropSmallTex
0x648FE4,0x658FE4,gpRainDropSmallRaster
0x648FF8,0x658FF8,gpLeafTex
0x648FFC,0x658FFC,gpLeafRaster
0x649000,0x659000,gpGungeTex
0x649004,0x659004,gpGungeRaster
0x649038,0x659038,gpCloudTex1
0x64903C,0x65903C,gpCloudRaster1
0x649040,0x659040,gpCloudTex4
0x649044,0x659044,gpCloudRaster4
0x649048,0x659048,gpBloodSmallTex
0x64904C,0x65904C,gpBloodSmallRaster
0x649050,0x659050,gpBulletHitTex
0x649054,0x659054,gpBulletHitRaster
0x649058,0x659058,gpCollisionSmokeTex
0x64905C,0x65905C,gpCollisionSmokeRaster
0x6490A0,0x6590A0,gpGunShellTex
0x6490A4,0x6590A4,gpGunShellRaster
0x6490A8,0x6590A8,gpWakeOldTex
0x6490AC,0x6590AC,gpWakeOldRaster
0x649320,0x659320,SkidmarkIndexList
0x649974,0x659974,StreakVertices
0x649A14,0x659A14,"LookForBatCB(RwObject *,void *)::MatLTM"
0x649A74,0x659A74,CSpecialParticleStuff::UpdateBoatFoamAnimation(CMatrix *)::FrameInAnimation
0x649A80,0x659A80,nSpriteBufferIndex
0x649A84,0x659A84,SpriteBufferVerts
0x64C4F8,0x65C4F8,gpWhiteTexture
0x64C510,0x65C510,pMatFxIdentityFrame
0x64C514,0x65C514,initialised
0x64C518,0x65C518,WaterCannonIndexList
0x64C530,0x65C530,WaterCannonVertices
0x64C5C4,0x65C5C4,CWeather::AddRain(void)::STATIC_RAIN_ANGLE
0x64C5CC,0x65C5CC,CWeather::AddRain(void)::count
0x64C5D4,0x65C5D4,CWeather::AddRain(void)::add_angle
0x64C5E8,0x65C5E8,streamPosition
0x64C5EC,0x65C5EC,gFrameList
0x64C5F4,0x65C5F4,gClumpInfo
0x64C608,0x65C608,NumExtraDirLightsInWorld
0x64C610,0x65C610,gPluginOffset
0x64C624,0x65C62C,UnicodeToAscii(ushort *)::aStr
0x64CDEC,0x65CDF4,CAutomobile::ProcessBuoyancy(void)::nGenerateRaindrops
0x64CDF4,0x65CDFC,CAutomobile::ProcessBuoyancy(void)::nGenerateWaterCircles
0x64CE54,0x65CE5C,CAutomobile::RcbanditCheck1CarWheels(CPtrList &)::matW2B
0x64CEA0,0x65CEA8,KeepWaterOutIndices
0x64CEAC,0x65CEB4,KeepWaterOutVertices
0x64CF68,0x65CF70,TimerForCamInterpolation
0x64CFB4,0x65CFBC,CHeli::UpdateHelis(void)::nFrameGen
0x64CFE8,0x65CFF0,CesnaMissionStatus
0x64CFEC,0x65CFF4,CesnaMissionStartTime
0x64CFF0,0x65CFF8,DropOffCesnaMissionStatus
0x64CFF4,0x65CFFC,DropOffCesnaMissionStartTime
0x64D05C,0x65D064,"cTransmission::CalculateGearForSimpleCar(float,uchar &)::pGearRatio"
0x64D070,0x65D078,gpWaterTex
0x64E208,0x65E210,gaExplosion
0x64ED5C,0x65ED64,gaProjectileInfo
0x65039B,0x6603A3,"CWeapon::FireInstantHit(CEntity *,CVector *)::counter"
0x6503BC,0x6603C4,gCrossHair
0x6503D8,0x6603E0,gpCrossHairTex
0x6503DC,0x6603E4,gpCrossHairRaster
0x6503EC,0x6603F4,aWeaponInfo
0x6508A0,0x6608A8,gPornNextTime
0x6508A4,0x6608AC,gSawMillNextTime
0x6508A8,0x6608B0,gShopNextTime
0x6508AC,0x6608B4,gAirportNextTime
0x6508B0,0x6608B8,gCinemaNextTime
0x6508B4,0x6608BC,gDocksNextTime
0x6508B8,0x6608C0,gHomeNextTime
0x6508BC,0x6608C4,gCellNextTime
0x6508C4,0x6608CC,bPlayerJustEnteredCar
0x6508C5,0x6608CD,cAudioManager::ProcessCesna(cVehicleParams &)::nAccel
0x6508CF,0x6608D7,"cAudioManager::ProcessPlayersVehicleEngine(cVehicleParams &,CAutomobile *)::CurrentPretendGear"
0x6508DD,0x6608E5,"cAudioManager::ProcessPlayersVehicleEngine(cVehicleParams &,CAutomobile *)::bAccelSampleStopped"
0x6508ED,0x6608F5,gJumboVolOffsetPercentage
0x6508F0,0x6608F8,cAudioManager::GetPlayerTalkSfx(ushort)::LastSfx
0x6508F8,0x660900,cAudioManager::GetCopTalkSfx(ushort)::LastSfx
0x650900,0x660908,cAudioManager::GetSwatTalkSfx(ushort)::LastSfx
0x650908,0x660910,cAudioManager::GetFBITalkSfx(ushort)::LastSfx
0x650910,0x660918,cAudioManager::GetArmyTalkSfx(ushort)::LastSfx
0x650918,0x660920,cAudioManager::GetMedicTalkSfx(ushort)::LastSfx
0x650920,0x660928,cAudioManager::GetBusinessMaleOldTalkSfx(ushort)::LastSfx
0x650928,0x660930,"cAudioManager::GetBusinessMaleYoungTalkSfx(ushort,uint)::LastSfx"
0x650930,0x660938,cAudioManager::GetMafiaTalkSfx(ushort)::LastSfx
0x650938,0x660940,cAudioManager::GetTriadTalkSfx(ushort)::LastSfx
0x650940,0x660948,cAudioManager::GetDiabloTalkSfx(ushort)::LastSfx
0x650948,0x660950,cAudioManager::GetYakuzaTalkSfx(ushort)::LastSfx
0x650950,0x660958,cAudioManager::GetYardieTalkSfx(ushort)::LastSfx
0x650958,0x660960,cAudioManager::GetColumbianTalkSfx(ushort)::LastSfx
0x650960,0x660968,cAudioManager::GetHoodTalkSfx(ushort)::LastSfx
0x650968,0x660970,cAudioManager::GetBlackCriminalTalkSfx(ushort)::LastSfx
0x650970,0x660978,cAudioManager::GetWhiteCriminalTalkSfx(ushort)::LastSfx
0x650978,0x660980,cAudioManager::GetCasualMaleOldTalkSfx(ushort)::LastSfx
0x650980,0x660988,cAudioManager::GetBlackCasualFemaleTalkSfx(ushort)::LastSfx
0x650988,0x660990,cAudioManager::GetWhiteCasualFemaleTalkSfx(ushort)::LastSfx
0x650990,0x660998,cAudioManager::GetFemaleNo3TalkSfx(ushort)::LastSfx
0x650998,0x6609A0,"cAudioManager::GetWhiteBusinessFemaleTalkSfx(ushort,uint)::LastSfx"
0x6509A0,0x6609A8,cAudioManager::GetBlackFatFemaleTalkSfx(ushort)::LastSfx
0x6509A8,0x6609B0,cAudioManager::GetWhiteFatMaleTalkSfx(ushort)::LastSfx
0x6509B0,0x6609B8,cAudioManager::GetBlackFatMaleTalkSfx(ushort)::LastSfx
0x6509B8,0x6609C0,cAudioManager::GetWhiteFatFemaleTalkSfx(ushort)::LastSfx
0x6509C0,0x6609C8,cAudioManager::GetBlackFemaleProstituteTalkSfx(ushort)::LastSfx
0x6509C8,0x6609D0,cAudioManager::GetWhiteFemaleProstituteTalkSfx(ushort)::LastSfx
0x6509D0,0x6609D8,"cAudioManager::GetBlackProjectMaleTalkSfx(ushort,uint)::LastSfx"
0x6509D8,0x6609E0,cAudioManager::GetBlackProjectFemaleOldTalkSfx(ushort)::LastSfx
0x6509E0,0x6609E8,cAudioManager::GetBlackProjectFemaleYoungTalkSfx(ushort)::LastSfx
0x6509E8,0x6609F0,cAudioManager::GetChinatownMaleOldTalkSfx(ushort)::LastSfx
0x6509F0,0x6609F8,cAudioManager::GetChinatownMaleYoungTalkSfx(ushort)::LastSfx
0x6509F8,0x660A00,cAudioManager::GetChinatownFemaleOldTalkSfx(ushort)::LastSfx
0x650A00,0x660A08,cAudioManager::GetChinatownFemaleYoungTalkSfx(ushort)::LastSfx
0x650A08,0x660A10,cAudioManager::GetLittleItalyMaleTalkSfx(ushort)::LastSfx
0x650A10,0x660A18,cAudioManager::GetLittleItalyFemaleOldTalkSfx(ushort)::LastSfx
0x650A18,0x660A20,cAudioManager::GetLittleItalyFemaleYoungTalkSfx(ushort)::LastSfx
0x650A20,0x660A28,cAudioManager::GetWhiteDockerMaleTalkSfx(ushort)::LastSfx
0x650A28,0x660A30,cAudioManager::GetBlackDockerMaleTalkSfx(ushort)::LastSfx
0x650A30,0x660A38,cAudioManager::GetScumMaleTalkSfx(ushort)::LastSfx
0x650A38,0x660A40,cAudioManager::GetScumFemaleTalkSfx(ushort)::LastSfx
0x650A40,0x660A48,cAudioManager::GetWhiteWorkerMaleTalkSfx(ushort)::LastSfx
0x650A48,0x660A50,cAudioManager::GetBlackWorkerMaleTalkSfx(ushort)::LastSfx
0x650A50,0x660A58,cAudioManager::GetBlackBusinessFemaleTalkSfx(ushort)::LastSfx
0x650A58,0x660A60,cAudioManager::GetSupermodelMaleTalkSfx(ushort)::LastSfx
0x650A60,0x660A68,cAudioManager::GetSupermodelFemaleTalkSfx(ushort)::LastSfx
0x650A68,0x660A70,cAudioManager::GetStewardMaleTalkSfx(ushort)::LastSfx
0x650A70,0x660A78,cAudioManager::GetStewardFemaleTalkSfx(ushort)::LastSfx
0x650A78,0x660A80,"cAudioManager::GetFanMaleTalkSfx(ushort,uint)::LastSfx"
0x650A80,0x660A88,cAudioManager::GetFanFemaleTalkSfx(ushort)::LastSfx
0x650A88,0x660A90,cAudioManager::GetHospitalMaleTalkSfx(ushort)::LastSfx
0x650A90,0x660A98,cAudioManager::GetHospitalFemaleTalkSfx(ushort)::LastSfx
0x650A98,0x660AA0,cAudioManager::GetWhiteConstructionWorkerTalkSfx(ushort)::LastSfx
0x650AA0,0x660AA8,cAudioManager::GetBlackConstructionWorkerTalkSfx(ushort)::LastSfx
0x650AA8,0x660AB0,"cAudioManager::GetShopperFemaleTalkSfx(ushort,uint)::LastSfx"
0x650AB0,0x660AB8,cAudioManager::GetStudentMaleTalkSfx(ushort)::LastSfx
0x650AB8,0x660AC0,cAudioManager::GetStudentFemaleTalkSfx(ushort)::LastSfx
0x650AC0,0x660AC8,cAudioManager::GetEightBallTalkSfx(ushort)::LastSfx
0x650AC8,0x660AD0,cAudioManager::GetSalvatoreTalkSfx(ushort)::LastSfx
0x650AD0,0x660AD8,cAudioManager::GetMistyTalkSfx(ushort)::LastSfx
0x650AD8,0x660AE0,cAudioManager::GetBomberTalkSfx(ushort)::LastSfx
