10en,11en,NameComment
0x68EA2C,0x68EA2C,wMIDYt_Main_Body2
0x68F1F4,0x68F1F4,fGmSpeedInc
0x68F1FC,0x68F1FC,fGmSpeedDec
0x68F59C,0x68F59C,fPhysDivideBy2
0x68F5DC,0x68F5DC,damageFactor
0x68F5F0,0x68F5F0,fGravity
0x68F660,0x68F660,fPhysDivideBy50
0x68F664,0x68F664,fPhysSectorOffsetX
0x68F668,0x68F668,fPhysSectorOffsetY
0x68F6B4,0x68F6B4,CPhysical_VTable
0x68F958,0x68F958,bSphereColorR
0x68F959,0x68F959,bSphereColorG
0x68F95A,0x68F95A,bSphereColorB
0x68F95B,0x68F95B,bSphereColorA
0x68F95C,0x68F95C,bMarkerColorR
0x68F95D,0x68F95D,bMarkerColorG
0x68F95E,0x68F95E,bMarkerColorB
0x68F95F,0x68F95F,bMarkerColorA
0x68F968,0x68F968,aRadarSpriteList
0x69034C,0x69034C,fOneHundredPercent
0x690468,0x690468,fGameUnitsToMiles
0x691010,0x691010,dwPerfFrequency
0x691014,0x691014,CTimer::m_snTimeInMillisecondsPauseMode
0x6910D8,0x6910D8,nWantedMaxLevel
0x6910DC,0x6910DC,nWantedMaxPoints
0x69135C,0x69135C,fWorldBorderLeft
0x691360,0x691360,fWorldBorderTop
0x691364,0x691364,fWorldBorderRight
0x691368,0x691368,fWorldBorderBottom
0x69158C,0x69158C,CCutsceneObject_VTable
0x6915DC,0x6915DC,CDummyObject_VTable
0x6917A0,0x6917A0,CObject_VTable
0x691A10,0x691A10,CProjectile_VTable
0x691A68,0x691A68,y2
0x691A9C,0x691A9C,fWeatherTooRainyForPedFx
0x691BAC,0x691BAC,CCivilianPed_VTable
0x691CE4,0x691CE4,CCopPed_VTable
0x691D78,0x691D78,CEmergencyPed_VTable
0x691E34,0x691E34,x1
0x691E3C,0x691E3C,fPedOne
0x69272C,0x69272C,CPed_VTable
0x69414C,0x69414C,x2
0x694A7C,0x694A7C,y1
0x694D70,0x694D70,CPlayerPed_VTable
0x695100,0x695100,CBaseModelInfo_VTable
0x695190,0x695190,RainbowR
0x695198,0x695198,RainbowG
0x6951A0,0x6951A0,RainbowB
0x695538,0x695538,gpCoronaTexture
0x69567C,0x69567C,fCoronas_LightsMult
0x69592C,0x69592C,fCoronaWorldBorderLeft
0x695930,0x695930,fCoronaWorldBorderTop
0x695934,0x695934,fCoronaWorldBorderRight
0x695938,0x695938,fCoronaWorldBorderBottom
0x696658,0x696658,CDraw::ms_fFOV
0x697A68,0x697A68,SCALE_X
0x697A6C,0x697A6C,SCREEN_HALF_PERCENT
0x697A70,0x697A70,SCALE_Y
0x697A74,0x697A74,SCREEN_MAX_X
0x697A78,0x697A78,SCREEN_MAX_Y
0x697AF4,0x697AF4,fHudTransparency
0x697B10,0x697B10,fDistNameRightX
0x697B14,0x697B14,fMsgBoxY
0x697B18,0x697B18,rhw
0x697B20,0x697B20,fHudTxtHScale
0x697B50,0x697B50,fHudTxtVScale
0x697B54,0x697B54,fMoneyTopY
0x697B58,0x697B58,fMoneyRightX
0x697B68,0x697B68,fWepIconScale2
0x697B6C,0x697B6C,fWepIconTopY
0x697B70,0x697B70,fWepIconRightX
0x697B74,0x697B74,fWepAmmoVScale
0x697C0C,0x697C0C,fRadarScale
0x697C10,0x697C10,fRadarShadowScale
0x697C18,0x697C18,fRadarBottomY
0x697C1C,0x697C1C,fRadarHScale
0x697C20,0x697C20,fRadarVScale
0x697C38,0x697C38,fMsgBoxTxtTransp
0x697C3C,0x697C3C,fMsgBoxTime
0x697C40,0x697C40,fMsgBoxVScale
0x697C44,0x697C44,fMsgBoxHScale
0x697C48,0x697C48,fMsgBoxLeftX
0x697C4C,0x697C4C,fMsgBoxTransp
0x697FD4,0x697FD4,CTimeModelInfo_VTable
0x698004,0x698004,CSimpleModelInfo_VTable
0x698034,0x698034,CWeaponModelInfo_VTable
0x698064,0x698064,CVehicleModelInfo_VTable
0x698094,0x698094,CClumpModelInfo_VTable
0x6980C4,0x6980C4,CPedModelInfo_VTable
0x699CB8,0x699CB8,dwDefaultVehicleColor
0x699EC0,0x699EC0,Windyness
0x699EDC,0x699EDC,CWeather::SoundHandle
0x699EE0,0x699EE0,CWeather::StreamAfterRainTimer
0x699EE4,0x699EE4,WeatherTypesList
0x699F64,0x699F64,WeatherTypesList_WithHurricanes
0x69A130,0x69A130,bUseRelativeMatrix
0x69A140,0x69A140,pExtraDirectionals
0x69A1C8,0x69A1C8,dwAtomicVisibilityExtOffset
0x69A1CC,0x69A1CC,dwFrameVisibilityExtOffset
0x69A1D0,0x69A1D0,dwClumpVisibilityExtOffset
0x69A644,0x69A644,fCarMomentum
0x69A890,0x69A890,fCarWorldBorderLeft
0x69A894,0x69A894,fCarWorldBorderTop
0x69A898,0x69A898,fCarWorldBorderRight
0x69A89C,0x69A89C,fCarWorldBorderBottom
0x69AD90,0x69AD90,CAutomobile_VTable
0x69B0B4,0x69B0B4,CBoat_VTable
0x69B348,0x69B348,fDoorAnimSpeed
0x69BF1C,0x69BF1C,CDAPFN_PROPERTIES CDAPFN0506_StartCatalinaFlyBy
0x69BFA0,0x69BFA0,CDAPFN_PROPERTIES CDAPFN0506_CDAPFN0506_X_StartCatalinaFlyBy
0x69C064,0x69C064,fPolChopWorldBorderLeft
0x69C068,0x69C068,fPolChopWorldBorderTop
0x69C06C,0x69C06C,fPolChopWorldBorderRight
0x69C070,0x69C070,fPolChopWorldBorderBottom
0x69C21C,0x69C21C,CHeli_VTable
0x69C3F8,0x69C3F8,CPlane_VTable
0x69C508,0x69C508,CTrain_VTable
0x69C9F4,0x69C9F4,CVehicle_VTable
0x69CA98,0x69CA98,CDAPFN_PROPERTIES CDAPFN0506_WaterLevelInitialise
0x69CA9C,0x69CA9C,dwWaterLevelInitLoop
0x69CAA4,0x69CAA4,pfnWaterLevelInit
0x69CB1C,0x69CB1C,CDAPFN_PROPERTIES CDAPFN0506_CDAPFN0506_X_WaterLevelInitialise
0x69CBA0,0x69CBA0,rgbWaterClear
0x69CBA4,0x69CBA4,rgbWaterSandy
0x69D498,0x69D498,fWeapon180
0x69D49C,0x69D49C,fWeaponOneDivPI
0x69D4A0,0x69D4A0,fWeaponPIDiv180
0x69D99C,0x69D99C,lpWeaponList
0x69DA30,0x69DA30,dwMaxAmmos
0x6A542C,0x6A542C,gDefaultEaxParameters
0x6C5F05,0x6C5F05,aAudioBust_02_wav_0
0x6D59FC,0x6D59FC,dwIsCameraNotBeingUpdated
0x6D5A14,0x6D5A14,lpClassName
0x6D5E54,0x6D5E54,szNullStringDir
0x6D5E58,0x6D5E58,fMultiplyResByHalf
0x6D7B34,0x6D7B0C,CBike_VTable
0x6D8B70,0x6D8B48,gMenuPages
0x6DB694,0x6DB66C,fovValue
0x6DB828,0x6DB800,dwRealShadowCamClearColor
0x6DB8E8,0x786D44,gb_UseD3DResourceBuffering
0x6DBAF0,0x6DBAE0,CStingerSegment_VTable
0x6DBCA4,0x6DBC94,dwCivilianFxFrequency
0x6DBE10,0x6DBE00,CPedIceCreamVanAttractor_VTable
0x6DBE38,0x6DBE28,CPedShelterAttractor_VTable
0x6DBE60,0x6DBE50,CPedPizzaAttractor_VTable
0x6DBE88,0x6DBE78,CPedStopAttractor_VTable
0x6DBEB0,0x6DBEA0,CPedSeatAttractor_VTable
0x6DBED8,0x6DBEC8,CPedAtmAttractor_VTable
0x6DBF00,0x6DBEF0,CPedAttractor_VTable
0x6DCB28,0x6DCB18,_rwRasterConvTable
0x6DCDF8,0x6DCDE8,szCharset1
0x6DCEF8,0x6DCEE8,szCharset2
0x6DD090,0x6DD080,atomicTKList
0x6DD0A8,0x6DD098,clumpTKList
0x6DD0C0,0x6DD0B0,_rpAtomicFreeListBlockSize
0x6DD0C4,0x6DD0B4,_rpAtomicFreeListPreallocBlocks
0x6DD0C8,0x6DD0B8,_rpClumpFreeListBlockSize
0x6DD0CC,0x6DD0BC,_rpClumpFreeListPreallocBlocks
0x6DD4E0,0x6DD4D0,engineTKList
0x6DD614,0x6DD604,_rwMatrixFreeListBlockSize
0x6DD618,0x6DD608,_rwMatrixFreeListPreallocBlocks
0x6DD638,0x6DD628,frameTKList
0x6DDAEC,0x6DDADC,cameraTKList
0x6DDB04,0x6DDAF4,_rwCameraFreeListBlockSize
0x6DDB08,0x6DDAF8,_rwCameraFreeListPreallocBlocks
0x6DDB50,0x6DDB40,geometryTKList
0x6DDB68,0x6DDB58,_rtAnimAnimationFreeListBlockSize
0x6DDB6C,0x6DDB5C,_rtAnimAnimationFreeListPreallocBlocks
0x6DDB70,0x6DDB60,textureTKList
0x6DDB88,0x6DDB78,texDictTKList
0x6DDBA0,0x6DDB90,_rwTextureFreeListBlockSize
0x6DDBA4,0x6DDB94,_rwTextureFreeListPreallocBlocks
0x6DDBA8,0x6DDB98,_rwTexDictionaryFreeListBlockSize
0x6DDBAC,0x6DDB9C,_rwTexDictionaryFreeListPreallocBlocks
0x6DDC38,0x6DDC28,imageTKList
0x6DDC50,0x6DDC40,_rwImageFreeListBlockSize
0x6DDC54,0x6DDC44,_rwImageFreeListPreallocBlocks
0x6DDC5C,0x6DDC4C,_rwImageFormatFreeListPreallocBlocks
0x6DDC78,0x6DDC68,_rpTieFreeListBlockSize
0x6DDC7C,0x6DDC6C,_rpTieFreeListPreallocBlocks
0x6DDC80,0x6DDC70,_rpLightTieFreeListBlockSize
0x6DDC84,0x6DDC74,_rpLightTieFreeListPreallocBlocks
0x6DDC88,0x6DDC78,worldTKList
0x6DDCA0,0x6DDC90,rasterTKList
0x6DDCB8,0x6DDCA8,_rwRasterFreeListBlockSize
0x6DDCBC,0x6DDCAC,_rwRasterFreeListPreallocBlocks
0x6DDCC0,0x6DDCB0,materialTKList
0x6DDCD8,0x6DDCC8,defaultSurfaceProperties
0x6DDCE4,0x6DDCD4,_rpMaterialFreeListBlockSize
0x6DDCE8,0x6DDCD8,_rpMaterialFreeListPreallocBlocks
0x6DDD58,0x6DDD48,__RwD3D8FilterModeConvTable
0x6DDE08,0x6DDDF8,AmbientSaturated
0x6DDE18,0x6DDE08,_RwD3DAdapterType
0x6DDE1C,0x6DDE0C,MaxMultisamplingLevels
0x6DDE20,0x6DDE10,SelectedMultisamplingLevels
0x6DDE24,0x6DDE14,FullScreenRefreshRateInHz
0x6DDE28,0x6DDE18,LastVertexShaderUsed
0x6DDE2C,0x6DDE1C,LastPixelShaderUsed
0x6DDE30,0x6DDE20,LastVertexBufferUsed
0x6DDE34,0x6DDE24,LastIndexBufferUsed
0x6DDE38,0x6DDE28,LastBaseIndex
0x6DDE3C,0x6DDE2C,rwD3D8DriverDevice
0x6DDE78,0x6DDE68,SetTransformWorld_d3dmatrix
0x6DDF0C,0x6DDEFC,lightTKList
0x6DDF24,0x6DDF14,_rpLightFreeListBlockSize
0x6DDF28,0x6DDF18,_rpLightFreeListPreallocBlocks
0x6DE680,0x6DE670,FreeListsEnabled
0x6DE9C8,0x6DE9B8,_rxHeapInitialSize
0x6DE9CC,0x6DE9BC,_rxPipelineMaxNodes
0x6DE9D0,0x6DE9C0,_rxPipesFreeListBlockSize
0x6DE9D4,0x6DE9C4,_rxPipesFreeListPreallocBlocks
0x6DE9D8,0x6DE9C8,_rwPluginRegFreeListBlockSize
0x6DE9DC,0x6DE9CC,_rwPluginRegListPreallocBlocks
0x6DE9E0,0x6DE9D0,dwTlsIndex
0x6DF3CC,0x6DF3BC,sectorTKList
0x6DF3E8,0x6DF3D8,dwBumpMapPShaderPixelShader
0x6DF448,0x6DF438,dwEnvMapPShaderPixelShader
0x6DF498,0x6DF488,dwEnvMapNoBaseTexturePShaderPixelShader
0x6DF4D8,0x6DF4C8,dwBumpEnvMapPShaderPixelShader
0x6DF560,0x6DF550,dwBumpModulatedEnvMapPShaderPixelShader
0x6DF610,0x6DF600,dwBumpModulatedEnvMapNoAlphaPShaderPixelShader
0x6DF6B0,0x6DF6A0,NeedToValidateModulate2X
0x6DF6B4,0x6DF6A4,NeedToValidateDiffuseInStage0
0x6DF6F0,0x6DF6E0,nodeImmInstanceCSL
0x6DF750,0x6DF740,nodeD3D8SubmitNoLight
0x6DF9A8,0x6DF998,nodeD3D8AtomicAllInOneCSL
0x6DF9F0,0x6DF9E0,TlsIndex
0x6DF9F4,0x6DF9E4,TlsCallbacks
0x6F7000,0x6F7000,pAnimClumpToUpdate
0x6F7180,0x6F7180,pFindAnimBlendFrameResult
0x6F76C8,0x6F76C8,dwCurrFileId
0x6F76CC,0x6F76CC,nNumChannels
0x6F76D0,0x6F76D0,hObject
0x6F76F0,0x6F76F0,hThread
0x6F76F4,0x6F76F4,hHandle
0x6F76F8,0x6F76F8,ThreadId
0x6F7700,0x6F7700,hMem
0x6F7720,0x6F7720,nModelIdIslandMain
0x6F7724,0x6F7724,nModelIdIslandBeach
0x6F7728,0x6F7728,pInstanceIslandMain
0x6F772C,0x6F772C,pInstanceIslandBeach
0x6F7734,0x6F7734,Dest
0x6F7754,0x6F7754,nActiveChannel
0x6F7759,0x6F7759,bIsLoadingModels
0x6F775A,0x6F775A,bReqHasBeenInitialized
0x7030F4,0x7030F4,stPhoneData
0x703650,0x703650,stAccidentManagerDListElem
0x7038C9,0x7038C9,byteCameraMyst
0x7038CA,0x7038CA,byteCameraInitMyst
0x703928,0x703928,pSaveModelInfo
0x703B1C,0x703B1C,nRwIm3dTransformCount
0x703B20,0x703B20,bRwIm3dTransformCountInit
0x704858,0x704858,CLinkList_CEntityInfo
0x7052F8,0x7052F8,suspendPcTimer
0x705300,0x705300,liFrameStartCounter
0x705308,0x705308,PerformanceCount
0x705310,0x705310,suspendDepth
0x705358,0x705358,stColModel
0x709EA0,0x709EA0,stSimpleModelInfoDListElem
0x709EAC,0x709EAC,dwLoadedSimpleModels
0x709EB0,0x709EB0,stSimpleModelInfo
0x74A6A4,0x74A6A4,stTimeModelStoreDListElem
0x74A6B0,0x74A6B0,dwLoadedTimeModels
0x74A6B4,0x74A6B4,stTimeModelInfo
0x751F04,0x751F04,stWeaponModelStoreDListElem
0x751F10,0x751F10,dwLoadedWeaponModels
0x751F14,0x751F14,stWeaponModelInfo
0x75297C,0x75297C,stClumpModelStoreDListElem
0x752988,0x752988,dwLoadedClumpModels
0x75298C,0x75298C,stClumpModelInfo
0x752A7C,0x752A7C,stVehicleModelStoreDListElem
0x752A88,0x752A88,dwLoadedVehicleModels
0x752A8C,0x752A8C,stVehicleModelInfo
0x75CA64,0x75CA64,stPedModelStoreDListElem
0x75CA70,0x75CA70,dwLoadedPedModels
0x75CA74,0x75CA74,stPedModelInfo
0x75EF04,0x75EF04,st2deffectsModelStoreDListElem
0x75EF10,0x75EF10,dwLoaded2deffects
0x75EF14,0x75EF14,st2deffectsModelInfo
0x76E540,0x76E540,stParticleData
0x77EF70,0x77EF70,dwHighestPrimaryMaterialCount
0x77EF74,0x77EF74,dwHighestSecondaryMaterialCount
0x77FA58,0x77FA58,pWaterTexClear
0x77FA5C,0x77FA5C,pWaterTexReflection
0x77FA60,0x77FA60,pWaterTexSandy
0x77FA64,0x77FA64,pWaterTexWake
0x77FA68,0x77FA68,pWaterEffectsFrame
0x77FB58,0x77FB58,stBulletInfo
0x780C88,0x780C88,stExplosionInfo
0x781710,0x781710,stShotInfo
0x7829D4,0x7829D4,fFireTurnedLast
0x7829D8,0x7829D8,byteFireTurnedInit
0x7829D9,0x7829D9,byteFireAutomaticCount
0x7829DA,0x7829DA,byteFireAutomaticInit
0x782A14,0x782A14,wb_dwWeaponType
0x782A18,0x782A18,wb_fRange
0x782A1C,0x782A1C,wb_dwFireRate
0x782A20,0x782A20,wb_dwReload
0x782A24,0x782A24,wb_dwAmmuAmount
0x782A28,0x782A28,wb_dwDamage
0x782A2C,0x782A2C,wb_fSpeed
0x782A30,0x782A30,wb_fRadius
0x782A34,0x782A34,wb_fLifeSpan
0x782A38,0x782A38,wb_fSpread
0x782A3C,0x782A3C,wb_fFireOffsetX
0x782A40,0x782A40,wb_fFireOffsetY
0x782A44,0x782A44,wb_fFireOffsetZ
0x782A48,0x782A48,wb_pAnimation
0x782A4C,0x782A4C,wb_fAnimLoopStart
0x782A50,0x782A50,wb_fAnimLoopEnd
0x782A54,0x782A54,wb_fAnimFrameFire
0x782A58,0x782A58,wb_fAnim2LoopStart
0x782A5C,0x782A5C,wb_fAnim2LoopEnd
0x782A60,0x782A60,wb_fAnim2FrameFire
0x782A64,0x782A64,wb_fAnimBreakout
0x782A68,0x782A68,wb_dwModelId
0x782A6C,0x782A6C,wb_dwModel2Id
0x782A70,0x782A70,wb_dwWeaponFlags
0x782A74,0x782A74,wb_dwWeaponSlot
0x7838D1,0x7838D1,bCurrGear
0x783904,0x783904,uUniqueIdCounter
0x783EE8,0x783EE8,gdwAdapter
0x783EF8,0x783EF8,Data
0x784004,0x784004,dwMainVar
0x784008,0x784008,bMainVarInit
0x7869C8,0x7869C8,gD3DTextureBufferArray
0x786BA4,0x786BA4,gNumActiveTexturePools
0x786BA8,0x786BAC,gD3DIndexBufferArray
0x786D68,0x786D70,dwNumSpikes
0x786D71,0x786D79,bColStoreUseSecondSite
0x786D74,0x786D7C,fSecondSiteX
0x786D78,0x786D80,fSecondSiteY
0x786D80,0x786D88,pSeatList
0x786D84,0x786D8C,bSeatListInited
0x786E3C,0x786E44,NumVideoMemoryRasters
0x786E40,0x786E48,MaxPaletteIndexFree
0x786E44,0x786E4C,NumPaletteIndexFree
0x786E48,0x786E50,PaletteIndexFree
0x786E4C,0x786E54,PaletteFreeList
0x786E54,0x786E5C,VideoMemoryRastersFreeList
0x786E5C,0x786E64,lastSeenExtraData
0x786E60,0x786E68,_rpAtomicFreeList
0x786E84,0x786E8C,lastSeenRightsPluginId
0x786E88,0x786E90,clumpModule
0x786E90,0x786E98,_rpClumpFreeList
0x786EB4,0x786EBC,_rpClumpCameraExtOffset
0x786EB8,0x786EC0,_rpClumpLightExtOffset
0x786F68,0x786F70,staticGlobals
0x7870BC,0x7870C4,engineInstancesOpened
0x7870C0,0x7870C8,RwEngineInstance
0x7870C4,0x7870CC,_rwMatrixFreeList
0x7870E8,0x7870F0,matrixModule
0x7870F0,0x7870F8,frameModule
0x787470,0x787478,vectorModule
0x78749C,0x7874A4,_rwCameraFreeList
0x7874C0,0x7874C8,cameraModule
0x787518,0x787520,RtAnimInterpolatorInfoBlockNumEntries
0x78751C,0x787524,_rwTexDictionaryFreeList
0x787540,0x787548,textureModule
0x787548,0x787550,_rwTextureFreeList
0x787574,0x78757C,_rwImageFormatFreeList
0x787598,0x7875A0,imageModule
0x7875A0,0x7875A8,_rwImageFreeList
0x7875C4,0x7875CC,_rpLightTieFreeList
0x7875E8,0x7875F0,_rpTieFreeList
0x78760C,0x787614,worldObjModule
